Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Calisthenics duration (ms),Paced walking duration (ms)
2022-07-21,13,1584.499932274822,474.13803577423096,,,0.43353026141838136,1.3003904819488525,0.2558199167251587,860,,,,,,,,,
2022-07-22,28,1611.6597926524498,1067.4642837047577,,,0.36932766965559555,1.282757043838501,0.2891877293586731,1805,,,,,,488929,,,
2022-07-23,16,1597.9710702536763,702.1894898414612,,,0.3624756925332853,1.1801234483718872,0.2558199167251587,1233,,,,,,242505,,,
2022-07-24,4,1584.4999779046243,219.56024062633514,,,0.3112836236835728,0.3336781859397888,0.27806511521339417,487,,,,,,,,,
2022-07-25,8,1593.665544238668,411.0915176868439,,,0.32566129784274345,0.6929098963737488,0.26694250106811523,797,,,,,,164998,,,
2022-07-26,18,1610.7353307893989,814.2358636856079,,,0.3350147441027229,1.3370527029037476,0.26694250106811523,1398,,,,,,472286,,,
2022-07-27,9,1584.499889554336,421.10186553001404,,,0.3397275058651688,0.6947569251060486,0.2654031813144684,846,,,,,,,,,
2022-07-28,11,1584.499921927006,420.42804408073425,,,0.32116810269378787,0.5537533760070801,0.27806511521339417,925,,,,,,,,,
2022-07-29,87,1771.3149090896925,4892.67252600193,32.0,32,0.5397566062770682,1.4810209274291992,0.26694250106811523,7023,,,,,,3363021,,,
2022-07-30,7,1584.4999715235406,411.81905794143677,,,0.33225661079289637,1.042575716972351,0.26694250106811523,846,,,,,,,,,
2022-07-31,20,1594.75231492982,904.2881689071655,1.0,1,0.5171947722553396,1.3548626899719238,0.2891877293586731,1597,,,,,,184563,,,
2022-08-01,5,1596.291171764754,363.8717107772827,,,0.46586532995614394,1.127068281173706,0.2558199167251587,751,,,,,,212264,,,
2022-08-02,11,1588.724416224821,476.3266131877899,,,0.365628746973661,1.4333603382110596,0.31143295764923096,889,,,,,,76049,,,
2022-08-03,30,1584.4999223357313,1274.268486738205,1.0,1,0.37229961149623064,1.5585707426071167,0.2558199167251587,1968,,,,,,,,,
2022-08-04,24,1608.2109584294947,990.1212205886841,1.0,1,0.6807557913455242,1.4321116209030151,0.2891877293586731,1699,,,,,,426842,,,
2022-08-05,14,1596.5232893067337,526.5468857288361,,,0.3998318784321631,0.8669706583023071,0.2891877293586731,1035,,,,,,216443,,,
2022-08-06,18,1600.5951122491167,768.5836266279221,,,0.5242869424838471,1.3053284883499146,0.33367815613746643,1248,,,,,,110681,78018,,
2022-08-07,19,1591.492754756204,809.6932557821274,1.0,1,0.35269103913599165,1.4438135623931885,0.26694250106811523,1365,,,,,,125884,,,
2022-08-08,14,1602.7319715601707,759.7990655899048,3.0,3,0.3659344842063531,1.6498714685440063,0.27806511521339417,1359,,,,,,328211,,,
2022-08-09,5,1584.4999697454523,267.1572699546814,,,0.3318509567721116,0.9009970426559448,0.26694250106811523,590,,,,,,,,,
2022-08-10,3,1584.4999641367742,152.03263425827026,,,0.32532077806465004,1.0255365371704102,0.300310343503952,436,,,,,,,,,
2022-08-11,103,1849.985443584491,6105.448574542999,41.0,41,0.5965933790813251,1.5591012239456177,0.26694250106811523,8758,,,,,,4045199,319824,,
2022-08-12,17,1589.0830308350266,620.5847845077515,,,0.46616336518552787,1.4397088289260864,0.2558199167251587,1057,,,,,,82504,,,
2022-08-13,31,1639.5761373951607,1131.550465106964,1.0,1,0.4363815468430527,1.4408823251724243,0.2891877293586731,1908,,,,,,991474,,,
2022-08-14,5,1584.499906858215,237.57886791229248,,,0.4332938436400963,0.9328651428222656,0.25138619542121887,588,,,,,,,,,
2022-08-15,21,1606.757505010013,964.0368423461914,1.0,1,0.42656691712600187,1.2666230201721191,0.26694250106811523,1547,,,,,,400678,,,
2022-08-16,5,1584.4999598829872,237.51770293712616,,,0.3289948166574262,0.3336781859397888,0.26694250106811523,474,,,,,,,,,
2022-08-17,5,1594.874835504533,315.66551780700684,,,0.3465732706826846,0.8227869272232056,0.2558199167251587,539,,,,,,186769,,,
2022-08-18,38,1652.4030969313872,1684.1564481258392,,,0.48271051943868665,1.386306643486023,0.2558199167251587,2673,,,,,,1222385,,,
2022-08-19,52,1856.6879814678198,3386.5693271160126,32.0,31,0.4352132671892153,1.9611934423446655,0.28426989912986755,4590,72.0,72.0,72.0,,,1971937,,452393,
2022-08-20,10,1769.1163563804407,265.8557233810425,7.0,7,0.4238346737396068,0.8034147024154663,0.3411238491535187,650,,,,,,42166,,486810,
2022-08-21,22,1668.891503711245,1088.2884397506714,,,0.47962497805194987,1.409369945526123,0.2628161907196045,1750,,,,,,437700,156995,,
2022-08-22,33,1665.886387635674,1468.4659390449524,,,0.42328236061622826,1.3619529008865356,0.25015750527381897,2219,,,,,,397200,151752,,
2022-08-23,32,1697.427032252621,2343.799074411392,17.0,17,0.3541640372526284,1.9852876663208008,0.25015750527381897,3343,,,,,,1294803,,,
2022-08-24,81,1835.6301729381282,5473.064115643501,43.0,39,0.44509731401576713,2.0566399097442627,0.2728990912437439,7265,,,,,,2516206,481453,,
2022-08-25,14,1630.2533844263733,577.5188570022583,,,0.613895351774403,1.2864141464233398,0.28426989912986755,1023,,,,,,122412,,,
2022-08-26,27,1636.8633961294058,866.4546382427216,,,0.3433575912156144,0.8961924910545349,0.31838226318359375,1546,,,,,,237946,,,
2022-08-27,35,1631.2019511570913,1567.1979624032974,1.0,1,0.4026102281239714,1.67362642288208,0.25015750527381897,2537,,,,,,138990,,,
2022-08-28,28,1671.1408841822245,1600.0232721567154,5.0,5,0.3910215143605664,1.3627376556396484,0.2728990912437439,2433,,,,,,837074,,,
2022-08-29,19,1629.106726359905,940.4525960683823,,,0.3476704537766881,0.8012651801109314,0.25015750527381897,1599,,,,,,102369,,,
2022-08-30,26,1646.8426691538896,1221.883095741272,3.0,3,0.4138984950912386,1.4409409761428833,0.25015750527381897,1861,,,,,,412370,,,
2022-08-31,15,1623.2499505576861,683.5290073156357,,,0.3807328228832134,1.1483901739120483,0.2871832251548767,1166,,,,,,,,,
2022-09-01,21,1651.0859541101981,1055.7162714004517,1.0,1,0.4180639204842073,1.3456554412841797,0.2728990912437439,1745,,,,,,486538,,,
2022-09-02,4,1629.822928212813,300.27641201019287,,,0.32923819204532784,0.45629897713661194,0.25015750527381897,593,,,,,,114887,,,
2022-09-03,56,1747.6381575139742,2724.5287111997604,12.0,12,0.4329238333904653,1.4153285026550293,0.2728990912437439,4046,,,,,,2174151,,,
2022-09-04,10,1628.678891871089,484.01078176498413,,,0.3522742863647093,0.8908703923225403,0.3297530710697174,816,,,,,,94890,,,
2022-09-05,11,1655.0402974346098,487.4913407564163,,,0.4202895690505585,1.3462860584259033,0.26152828335762024,888,,,,,,555656,,,
2022-09-06,21,1647.8861838681978,1121.7960977554321,2.0,2,0.42947265215244107,2.1793715953826904,0.26152828335762024,1841,,,,,,430611,,,
2022-09-07,15,1625.6861685823976,735.0732097625732,,,0.3445546237887231,1.2559350728988647,0.26152828335762024,1249,,,,,,42582,,,
2022-09-08,26,1627.0896488663518,1031.4657417535782,,,0.43589311209033627,1.2933405073968967,0.25015750527381897,1652,,,,,,67113,,,
2022-09-09,53,1666.1442181752593,2362.718484044075,3.0,3,0.37302860460201537,1.588848308554774,0.25015751520792645,3066,,,,,,436301,136667,,
2022-09-10,9,1636.8385122240704,551.3763899803162,,,0.35118156915781035,0.6938131065918874,0.26152830123901366,945,,,,,,237510,,,
2022-09-11,26,1639.8720832143993,1173.761929512024,1.0,1,0.3461422621132847,1.4001710390126207,0.25015751520792645,1977,,,,,,290533,,,
2022-09-12,20,1703.772603492968,1136.034022808075,4.0,4,0.4198973694511105,1.5041792371087166,0.25015751520792645,1626,,,,,,262181,499363,,
2022-09-13,10,1623.2500000000005,538.4293675422668,,,0.6276156951595592,1.442657749364732,0.25015751520792645,974,,,,,,,,,
2022-09-14,16,1647.4579309430494,796.8653846979141,,,0.3502807056388833,0.9040702280955109,0.2728991190592448,1400,,,,,,423124,,,
2022-09-15,21,1623.2499999999998,826.2376861572266,,,0.39357048740925815,1.2927159664401497,0.284269905090332,1413,,,,,,,,,
2022-09-16,8,1623.2499999999995,495.5840537104179,,,0.38252086902639565,1.2945907323710713,0.25015751520792645,1019,,,,,,,,,
2022-09-17,8,1627.1509686792501,525.6411183324287,,,0.38176543892614795,0.8718562851536389,0.2940916634128007,966,,,,,,68184,,,
2022-09-18,27,1674.4262833138623,1287.7514798641205,,,0.47283513380885306,1.5236325358017047,0.25015751520792645,2193,,,,,,577175,138361,,
2022-09-19,17,1655.3786152205741,1020.3952941894531,1.0,1,0.3448060937340551,1.499133496870085,0.25015751520792645,1745,,,,,,561567,,,
2022-09-20,30,1885.4059191180534,859.2174336910248,13.0,13,0.4591736240861639,1.3785495168856547,0.25015751520792645,1503,,,,,,133961,,862713,
2022-09-21,59,1842.1218548907182,2878.0767436027527,19.0,19,0.5303456257860574,1.8004082787171385,0.3070114771525065,4335,,,,,,1617092,,428254,
2022-09-22,51,1956.0621164039512,919.9438257217407,35.0,35,0.4824225420210153,1.4639161012848192,0.25015751520792645,1484,,,,1426329,,280035,,778086,
2022-09-23,32,1901.9347045854922,1007.5398534536362,14.0,14,0.49313019569387273,1.5549699830533639,0.2436491495418318,1606,,,,,,434470,199094,771569,
2022-09-24,37,1771.9468194937672,1806.7898044586182,11.0,11,0.39466011904791987,1.8376208439190207,0.2557614568013563,2710,,,,,,1092405,,292878,
2022-09-25,18,1648.8623572773758,1138.8687158823013,3.0,3,0.3419343352055576,1.5355738192523742,0.26152830123901366,1777,,,,,,447672,,,
2022-09-26,44,1692.6443819907972,2773.0096917152405,17.0,17,0.418430722337806,1.5675949057154748,0.25258055194665097,4064,,,,,,1031738,79003,,
2022-09-27,66,1914.2049534533423,3100.747970700264,28.0,28,0.4412477729503757,1.9217020964341296,0.25015751520792645,4465,,,,,,1742367,,644537,
2022-09-28,54,1695.4291805980542,2575.8323788642883,5.0,5,0.48912573192666015,1.7797578345173848,0.25015751520792645,3823,,,,,,1261602,,,
2022-09-29,7,1639.4550016659437,433.90957403182983,,,0.31058221798425645,0.6725697312038307,0.26152830123901366,739,,,,,,283242,,,
2022-09-30,28,1873.0485124211518,687.5875978469849,13.0,13,0.4231121017992532,1.1904156529830958,0.25015751520792645,1204,,,,,,,,846382,
2022-10-01,36,1816.9799791833273,1447.3383483886719,9.0,9,0.47523187531704164,1.8290998959676756,0.26152830123901366,2355,,,,,,1125034,,438370,
2022-10-02,65,1719.19005597378,3652.449757218361,23.0,23,0.37746567291864813,1.6503738191743953,0.2728991190592448,5153,,,,,,1498110,77962,,
2022-10-03,4,1623.25,385.4699821472168,,,0.33550567475634574,0.786536712919638,0.2728991190592448,707,,,,,,,,,
2022-10-04,102,1918.6638234778268,5261.814169943333,54.0,54,0.5567604973249327,1.540064033983481,0.26514252529593646,7455,,,,1020972,,3644161,186161,,
2022-10-05,56,1735.9492323057384,3241.1570653915405,18.0,15,0.42396345108984407,2.0699262098178854,0.25015751520792645,4631,,,,,,1948794,,,
2022-10-06,4,1658.5841913669615,310.42315435409546,,,0.3639206625167583,0.9331856382834985,0.26152830123901366,644,,,,,,617597,,,
2022-10-07,18,1648.4088240882375,729.9929800033569,2.0,2,0.3413245341930661,1.6533029689701881,0.2501752415652727,1182,,,,,,439420,,,
2022-10-08,65,1730.2381840885828,3172.70761346817,11.0,11,0.4572855266162501,1.4738413273521833,0.25015751520792645,4677,,,,,,1009493,375214,,
2022-10-09,8,1623.2500000000002,616.6794323921204,,,0.353625027245221,1.1519761720315118,0.284269905090332,1011,,,,,,,,,
2022-10-10,1,1623.25,176.02107048034668,,,0.34084954643645776,0.34112389309461577,0.26152830123901366,412,,,,,,,,,
2022-10-11,7,1623.2499999999998,331.5724115371704,,,0.3600706498925918,0.853818101258113,0.3070114771525065,573,,,,,,,,,
2022-10-12,16,1661.2171660359625,736.549750328064,1.0,1,0.32874096644798867,1.5840519376652975,0.25015751520792645,1213,,,,,,663617,,,
2022-10-13,2,1623.2500000000005,259.93639302253723,,,0.3251096133379034,0.3411238804500071,0.2956406911214193,502,,,,,,,,,
2022-10-14,2,1625.4349410259672,106.43065071105957,,,0.3318124109586019,0.3411238792004592,0.3183822949727376,246,,,,,,38190,,,
2022-10-15,19,1677.3837245873685,916.3053629398346,3.0,3,0.5077264855566493,1.4734910059522008,0.25015751520792645,1449,,,,,,946188,,,
2022-10-16,51,1715.641334265932,2755.2585048675537,14.0,14,0.36247133886503485,1.6711769029599968,0.25015751520792645,4043,,,,,,1051747,245544,,
2022-10-17,8,1646.869370646249,473.79991245269775,,,0.33299405054475056,0.661659327248302,0.25015751520792645,876,,,,47024,,362525,,,
2022-10-18,57,1798.1364568788085,4648.329242822725,48.0,38,0.4049423260710302,2.364451366913029,0.25015751520792645,6090,,,,,,3050093,,,
2022-10-19,119,1929.85137851836,7187.175379708729,45.0,45,0.49907704556601046,1.589871546502019,0.25015751520792645,10061,,,,,,5359004,,,
2022-10-20,91,1839.1334146906404,4665.981860160828,17.0,17,0.5495018677126006,1.7477533293068797,0.2639685436268038,6694,,,,,,3772770,,,
2022-10-21,179,2006.455203167599,10161.411923067837,60.0,60,0.5480663474586415,1.8013097904282034,0.25015751520792645,14389,,,,,,6480078,94995,,
2022-10-22,9,1628.365588126157,473.48550022853465,,,0.39410232168646553,0.8760904796689183,0.2615283118022613,844,,,,,,89414,,,
2022-10-23,36,1773.2797364159178,2270.9531364198956,11.0,11,0.3828977174117382,1.5879163513208856,0.2615283118022613,3207,,,,,,749656,816540,,
2022-10-24,21,1626.0633045711802,1225.4483664083002,2.0,2,0.36814736912395274,1.5238808755197188,0.2956407002982085,1982,,,,,,49173,,,
2022-10-25,32,1691.0372384054745,1490.2577420169534,1.0,1,0.4740494765219189,1.522624337511268,0.2501575156369456,2338,,,,,,1184835,,,
2022-10-26,10,1635.9926854965279,600.6643286692744,,,0.39963860435705734,1.3667533862532528,0.27289910796757705,1051,,,,,,222726,,,
2022-10-27,3,1623.25,236.05772839195416,,,0.3240883074629793,0.6437608301066157,0.28426990413289277,531,,,,,,,,,
2022-10-28,13,1678.2171986637732,786.3532431747416,1.0,1,0.3367564175512909,1.3993020717999827,0.2501575156369456,1375,,,,,,960757,,,
2022-10-29,9,1623.2500000000002,540.5592626767343,,,0.3210981465644299,0.6883781415939684,0.2615283118022613,932,,,,,,,,,
2022-10-30,4,1623.25,470.7562070960875,,,0.335867642057988,0.553626306821233,0.2615283118022613,963,,,,,,,,,
2022-10-31,8,1631.9996615619214,402.286220286109,,,0.3375249005171485,0.6006495340027854,0.28426990413289277,725,,,,,,152933,,,
2022-11-01,25,1674.180776810023,1461.9341175937714,6.0,6,0.6445564675260251,1.5602635727485399,0.2821300514502438,2155,,,,,,890205,,,
2022-11-02,27,1655.8441683343524,1452.0041724581863,5.0,4,0.40629181070138704,1.9220938148282438,0.28426990413289277,2190,,,,,,552817,,,
2022-11-03,85,1817.74086323554,4969.648281945265,34.0,34,0.48506017921923567,1.7110950579578974,0.25157857281243295,7039,,,,,,3399456,,,
2022-11-04,5,1623.25,292.6404300597062,,,0.40779698853723045,1.4393237751987642,0.24643759246391353,579,,,,,,,,,
2022-11-05,28,1636.3260620596063,1036.1369630573283,1.0,1,0.3989618956636229,1.2934104830483166,0.2501575156369456,1712,,,,,,228553,,,
2022-11-06,13,1663.5342373553244,255.16066594968453,10.0,10,0.38125688209798403,0.9250789262756083,0.28426990413289277,452,,,,658106,,,,,
2022-11-07,18,1631.8860328662552,769.8804740224488,,,0.5788716448842657,1.364959005068717,0.2501575156369456,1369,,,,,,150946,,,
2022-11-08,11,1634.4433959229846,576.0694248212794,,,0.3302182125276323,1.2223697131074611,0.2501575156369456,1069,,,,,,195646,,,
2022-11-09,98,1845.9921953022413,5215.1581514138825,25.0,25,0.45505970784920996,1.4229408046568774,0.2615283118022613,7522,,,,,,3893252,,,
2022-11-10,84,1844.2573831404463,4855.338254629059,30.0,30,0.5417954367667375,1.475078909383758,0.2615283118022613,6945,,,,,,3676969,81084,,
2022-11-11,38,1637.011930869964,1886.019220338747,4.0,4,0.3644071936868829,1.3655723015378076,0.2501575156369456,2847,,,,,,240541,,,
2022-11-12,136,1945.4609229206594,7858.151421850931,51.0,51,0.4959009470132413,1.713696482316173,0.2501575156369456,11235,,,,,,5494031,60089,,
2022-11-13,31,1941.178358715979,590.1443209798854,16.0,16,0.35590689281988774,0.7336197739445759,0.2956407002982085,1162,74.0,74.0,74.0,,,393697,,985693,
2022-11-14,67,2052.026923713953,2182.57756865113,27.0,27,0.38516200054616945,1.5907170742359977,0.2501575156369456,3254,,,,,,1054724,,1196105,
2022-11-15,123,2024.2313471552598,7875.390164683927,68.0,68,0.5372988872585627,1.8374177962295244,0.2501575156369456,10725,,,,,,4497031,74144,363866,
2022-11-16,24,1676.728236683639,1379.6254294811756,7.0,7,0.4441398687561186,1.5868730096178727,0.2501575156369456,2156,,,,,,392684,76019,,
2022-11-17,23,1872.6861168393602,470.7509612440704,12.0,12,0.37786680421043445,0.7708821124569273,0.28426990413289277,867,,,,,,,,792038,
2022-11-18,24,1870.6925157784854,738.0222281344126,12.0,12,0.34916460472541516,2.0522644660278235,0.2615283118022613,1247,,,,,,325786,,718484,
2022-11-19,14,1838.246672680462,341.60551883926246,10.0,10,0.6185942918093181,1.6778812683362319,0.2615283118022613,743,,,,,,,,673181,
2022-11-20,49,2009.4043164853758,2169.144017163191,28.0,28,0.3904154268395119,1.5945295612101418,0.2501575156369456,3201,,,,,,1740005,,909749,
2022-11-21,171,2298.1332647388017,9513.873272412673,69.0,68,0.6084757438690752,2.370723638652034,0.2501575156369456,13202,,,,,,6108427,607050,727583,
2022-11-22,95,1873.0781556472286,5636.982821730688,34.0,34,0.5251579068366454,1.7388942212470948,0.2615283118022613,8033,,,,,,3735814,,30007,
2022-11-23,108,1918.7588017997514,6563.199453615597,42.0,38,0.5785243081431055,2.096865191100684,0.2501575156369456,9129,,,,,,4014411,247731,,
2022-11-24,140,1963.2824119990953,8782.898353899554,61.0,60,0.5830169357945257,1.8151339977743175,0.2501575156369456,12307,,,,,,5077937,145723,,
2022-11-25,181,1950.6027691783174,10593.085341006165,64.0,62,0.6311520599371012,1.9671240236158614,0.2501575156369456,14508,,,,,,4465244,296528,,
2022-11-26,66,1772.102575462481,3691.8693603724214,25.0,19,0.5155636283407679,2.5426944367681674,0.2615283118022613,5107,,,,,,2175547,,,
2022-11-27,6,1643.2499642372131,389.5634766237163,,,0.31444760233519997,0.611307393450342,0.2501575156369456,678,,,,,,,,,
2022-11-28,98,1897.7731596173458,6104.879185776034,42.0,42,0.4837639858146157,1.6734265948389848,0.2501575156369456,8637,,,,,,4307237,,,
2022-11-29,129,2087.821345319346,8142.171213584747,61.0,61,0.5133080933003241,1.6042703608979827,0.2569681376151041,11161,,,,,,5449916,906601,,
2022-11-30,119,1940.294058963132,7314.336803237988,44.0,44,0.482900203292691,2.2451565703015244,0.2501575156369456,10200,,,,,,3465783,682544,,
2022-12-01,92,1870.5367990541267,5268.256828367224,31.0,31,0.4905960403385507,1.629126296259273,0.2501575156369456,7516,,,,,,3260743,254822,,
2022-12-02,211,2100.825338514599,11008.119614129742,48.0,48,0.7152967571619905,2.4657601525917445,0.2501575156369456,15716,,,,,,6923572,358478,,
2022-12-03,15,1652.890294542588,799.8076169732228,,,0.37327273825318547,1.5261667694414198,0.2501575156369456,1274,,,,,,163141,,,
2022-12-04,86,1728.5345327080001,3626.2383162818633,2.0,2,0.4392536220758123,1.5346761371009665,0.2501575156369456,5736,,,,,,1213928,100269,,
2022-12-05,161,1892.9727657231854,8554.168840792823,46.0,46,0.5467179157610338,2.466371448983661,0.2501575156369456,12050,,,,,,4214715,,,
2022-12-06,88,1892.795023446559,5293.033954534237,36.0,36,0.6903771326100462,1.7441114219112184,0.2525956795097822,7532,,,,,,4222925,,,
2022-12-07,131,2006.7498550245618,8790.289391139788,58.0,58,0.4939669818473914,1.7340816549147782,0.2428801765789058,12098,,,,,,3510895,1143613,,
2022-12-08,180,1991.4608140053147,10267.417576252486,71.0,66,0.5851579897027946,2.371418322793713,0.2501575156369456,14292,,,,,,5456700,156469,,
2022-12-09,198,2208.460474423523,12237.763135567007,86.0,83,0.5919192808619466,2.2975896031970233,0.2501575156369456,16865,,,,,,7765400,743147,,
2022-12-10,5,1649.7548131716665,318.6330155360526,,,0.3488143652809851,0.8175259327692412,0.2615283118022613,602,,,,,,110080,,,
2022-12-11,29,1720.6100764658527,1853.472049937865,9.0,9,0.3863605935924438,1.5289132209204126,0.28426990413289277,2691,,,,,,687501,271809,,
2022-12-12,129,1954.4431250652008,7881.532188982507,57.0,53,0.6082562050777564,2.030571959487254,0.2501575156369456,10965,,,,,,5201713,,,
2022-12-13,129,1988.2852625606288,7644.987726408595,46.0,46,0.6464444679157475,1.6725894039327174,0.2501575156369456,10814,,,,,,4500725,585126,,
2022-12-14,220,1991.0619290279776,11385.897317980027,63.0,63,0.5783297864463404,1.7284151570612436,0.2501575156369456,16097,,,,,,5861194,,,
2022-12-15,161,1949.0275168594849,8646.988573353461,52.0,51,0.602386537039969,2.096073939223195,0.2501575156369456,12221,,,,,,4022310,501598,,
2022-12-16,143,1905.8482923250765,7733.868229546666,32.0,32,0.6104881700135174,2.8289081229189144,0.2501575156369456,11527,,,,,,3388310,442393,,
2022-12-17,156,1959.7277716445615,8798.939075328604,34.0,34,0.5654284925888697,2.024915766626738,0.2615283118022613,12488,,,,,,4715393,279958,,
2022-12-18,36,1666.541931811654,1581.7215418197595,1.0,1,0.35411193730325946,1.560141034172887,0.2501575156369456,2458,,,,,,392907,,,
2022-12-19,218,2257.472949839734,14414.257308146956,108.0,102,0.6728207807836719,2.09405124508545,0.2501575156369456,19585,,,,,,10309238,,,
2022-12-20,83,1873.195705526676,4985.414543208612,31.0,31,0.5514415914852528,1.7019217239842872,0.2615283118022613,6984,,,,,,2284406,698614,,
2022-12-21,115,1950.0475307473193,7322.923118328284,56.0,56,0.5105047325412989,1.7719911109932187,0.2501575156369456,10215,,,,,,5191757,,,
2022-12-22,167,1975.404233023269,9341.572817555956,55.0,54,0.5167922319683365,1.8268299231460494,0.24823048214089374,12959,,,,,,3570257,879023,,
2022-12-23,121,1927.7120275468944,6959.572083753233,42.0,42,0.44244259376231754,1.6903111706051317,0.2501575156369456,9863,,,,,,3954192,375892,,
2022-12-24,2,1651.3506521099282,176.01992463908718,,,0.327287870166255,0.34112389839450485,0.2615283118022613,415,,,,,,137086,,,
2022-12-25,38,1717.230160514235,1717.9643772235331,6.0,6,0.4103734361224742,1.4912196997891383,0.2501575156369456,2617,,,,,,1251951,,,
2022-12-26,156,1789.2363524978641,7433.169936879792,31.0,31,0.5044147411455119,2.5444623508406936,0.2501575156369456,10563,,,,,,2470492,,,
2022-12-27,145,1887.9237443082118,7835.6012042054435,42.0,42,0.6441440895527982,1.8516772747338774,0.28426990413289277,11110,,,,,,3379974,332558,,
2022-12-28,158,1904.0773987201164,8540.299406215996,54.0,54,0.6536615521129834,1.8657654176288077,0.2501575156369456,12064,,,,,,4262352,60181,,
2022-12-29,166,1955.888904771953,8588.455213118274,51.0,51,0.5588351533355427,1.6393968158045011,0.2501575156369456,12128,,,,,,3886843,609731,,
2022-12-30,122,1980.3669357982321,7753.094766868775,55.0,55,0.472045174515404,1.7147368146209914,0.2501575156369456,10784,,,,,,5414547,126976,,
2022-12-31,2,1645.0271565673704,300.8712665342537,,,0.3228461709056649,0.580653930298709,0.2501575156369456,585,,,,,,30075,,,
2023-01-01,11,1657.0015013251502,710.3225146104768,,,0.32534617804910154,1.434115764910966,0.2501575156369456,1244,,,,,,232715,,,
2023-01-02,141,1921.261432706169,8109.7934200484515,51.0,51,0.5745191825979137,1.6489811115130004,0.2501575156369456,11419,,,,,,4704723,,,
2023-01-03,112,1890.596311379167,6609.731030266233,44.0,44,0.5355490977868812,1.6942260209937785,0.2615283118022613,9206,,,,,,4185628,,,
2023-01-04,173,1935.514630575929,9158.919349279702,41.0,41,0.6731953724193748,2.4279801058665367,0.2501575156369456,13051,,,,,,4654724,127325,,
2023-01-05,160,1935.0046124975931,8374.214957414717,43.0,43,0.5764966074388859,1.8849961236976522,0.2500907725594816,11956,,,,,,3241055,741665,,
2023-01-06,119,1900.9843405296065,6503.80000305744,30.0,30,0.6297500168485842,1.6337234036437278,0.2501575156369456,9425,,,,,,4361576,,,
2023-01-07,3,1643.2499642372134,254.76969867094616,,,0.3754503886993075,1.2566763747909449,0.2501575156369456,505,,,,,,,,,
2023-01-08,2,1643.249964237213,366.36705244647214,,,0.3461334409620108,0.8529661133847465,0.2501575156369456,678,,,,,,,,,
2023-01-09,134,1907.1269003177733,7257.12498204101,36.0,36,0.6839199099315935,1.7798773892256872,0.2501575156369456,10318,,,,,,4272990,84185,,
2023-01-10,70,1779.0596377580669,4191.297106759636,31.0,29,0.43551006926946234,1.837615379005681,0.2615283118022613,5771,,,,,,2288854,,,
2023-01-11,136,2061.2166574730963,9107.352446775601,63.0,63,0.46828711903899367,1.7804124685446887,0.2615283118022613,12259,,,,,,6302740,323600,,
2023-01-12,197,1843.0342288466313,9138.43572917752,37.0,34,0.5598258019175518,2.366151620893678,0.2501575156369456,13106,,,,,,3164517,85084,,
2023-01-13,113,1904.3687589657127,6791.917114463151,43.0,43,0.643435504638071,1.7317736920641182,0.24694949396167715,9859,,,,,,3900428,226676,,
2023-01-14,5,1643.2499642372134,313.1528966078129,,,0.33555035877563055,0.7335005906938785,0.2594059869498592,596,,,,,,,,,
2023-01-15,22,1682.1054530925878,1171.8114046783853,2.0,2,0.36218190098114195,1.976956389907316,0.2501575156369456,1920,,,,,,656686,,,
2023-01-16,162,2091.8849565145492,9488.348578851066,55.0,54,0.5528091690993302,2.1862915609970215,0.2501575156369456,13025,,,,,,3701384,1692928,,
2023-01-17,113,1812.2729941445784,6273.806154000623,32.0,31,0.6055623150713735,1.8859772872820653,0.2615283118022613,8976,,,,,,2860336,,,
2023-01-18,191,1840.0799113169496,9481.545774837645,33.0,33,0.6270123510943364,2.2312199386100864,0.2501575156369456,13523,,,,,,3330907,,,
2023-01-19,169,1803.9059509581145,8729.997660139214,32.0,32,0.5057540005454,2.312796220966625,0.24906306633124034,12622,,,,,,2545163,75896,,
2023-01-20,151,1871.3618445578031,7388.189546196497,30.0,30,0.5458524871275039,2.5622285173249657,0.2501575156369456,10615,,,,,,2803006,462008,,
2023-01-21,13,1651.3296454940776,657.5280988120962,1.0,1,0.360536177682033,1.4109402374249471,0.3297530887941556,1068,,,,,,136731,,,
2023-01-22,9,1665.4684081611451,570.32285424877,,,0.32546194227495995,1.5932121034747648,0.2501575156369456,927,,,,,,375998,,,
2023-01-23,222,2038.0976761753952,11821.829430087686,63.0,62,0.6962692973638688,2.1040377776943635,0.2501575156369456,16390,,,,,,6681913,,,
2023-01-24,236,1950.9098256743919,12565.356620857765,56.0,56,0.6043791019952227,2.2191091733781256,0.2501575156369456,17634,,,,,,4664628,235691,,
2023-01-25,218,1822.4715161904737,8593.667578209886,6.0,6,0.48950804823378563,2.095750079930481,0.2501575156369456,12847,,,,,,2886532,64008,,
2023-01-26,10,1672.0874280285639,539.1556836779248,1.0,1,0.35397529015998674,1.638049395771529,0.2710440464160017,946,,,,,,488010,,,
2023-01-27,196,1822.4010265733843,9718.334880601564,37.0,37,0.5075815754941364,1.9233075443978054,0.2501575156369456,14086,,,,,,2454876,252224,,
2023-01-28,6,1663.905553313279,384.7877422342837,,,0.3517481686983573,0.9109386844520231,0.2615283118022613,640,,,,,,349549,,,
