Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Calisthenics duration (ms),Paced walking duration (ms)
2022-07-09,18,1599.072679983546,824.426167845726,2.0,2,0.4903527000490217,1.2708989381790161,0.27806511521339417,1432,,,,,,262337,,,
2022-07-10,24,1617.139063207571,1096.6835273504257,2.0,2,0.42149438752043294,1.312949538230896,0.2558199167251587,1850,,,,,,587565,,,
2022-07-11,5,1587.5300678472158,332.9592123031616,,,0.3352300402358968,0.6712374091148376,0.2558199167251587,785,,,,,,54548,,,
2022-07-12,9,1584.4999491673243,442.0912046432495,,,0.4432385094981974,0.9178245067596436,0.2558199167251587,934,,,,,,,,,
2022-07-13,65,1648.2877305128375,2370.366516853666,2.0,2,0.4249512514655744,1.3369570970535278,0.26694250106811523,3742,,,,,,451557,303574,,
2022-07-14,20,1611.5136801557635,808.6207266794686,1.0,1,0.5695489482906689,1.4202793836593628,0.2558199167251587,1447,,,,,,486298,,,
2022-07-15,13,1616.7601268514336,700.3466606140137,1.0,1,0.3356892746299031,1.317992925643921,0.2558199167251587,1268,,,,,,580744,,,
2022-07-16,15,1599.9899336660383,624.9176087379456,,,0.39274139548411063,1.0906219482421875,0.2558199167251587,1196,,,,,,278849,,,
2022-07-17,11,1598.6522756706945,460.5206995010376,,,0.361334494059592,1.2724803686141968,0.2558199167251587,834,,,,,,254769,,,
2022-07-18,6,1600.7962273691373,438.4531342983246,,,0.3307647888222037,0.6570680737495422,0.2558199167251587,860,,,,,,293363,,,
2022-07-19,12,1605.8642497289122,779.5113701820374,1.0,1,0.3948446428747431,1.3640739917755127,0.2891877293586731,1343,,,,,,384597,,,
2022-07-20,12,1612.1962015275194,586.2221622467041,,,0.3345771662360029,0.9266953468322754,0.2558199167251587,1099,,,,,,39482,200033,,
